"No.","Time","Source","Destination","Protocol","Length","Info"
"1164","1.255313555","3.82.67.95","10.0.2.15","TCP","60","443  >  57506 [ACK] Seq=7045 Ack=13388 Win=65535 Len=0"
"1165","1.255415253","10.0.2.15","3.82.67.95","TLSv1.2","167","Application Data"
"1166","1.255422220","10.0.2.15","3.82.67.95","TLSv1.2","1185","Application Data"
"1167","1.255520035","10.0.2.15","3.82.67.95","TLSv1.2","167","Application Data"
"1168","1.255535741","3.82.67.95","10.0.2.15","TCP","60","443  >  57506 [ACK] Seq=7045 Ack=14632 Win=65535 Len=0"
"1169","1.255543321","10.0.2.15","3.82.67.95","TLSv1.2","1185","Application Data"
"1170","1.255634147","3.82.67.95","10.0.2.15","TCP","60","443  >  57506 [ACK] Seq=7045 Ack=14745 Win=65535 Len=0"
"1171","1.255663667","3.82.67.95","10.0.2.15","TCP","60","443  >  57506 [ACK] Seq=7045 Ack=15876 Win=65535 Len=0"
"1172","1.255807606","10.0.2.15","3.82.67.95","TLSv1.2","127","Application Data"
"1173","1.255918086","3.82.67.95","10.0.2.15","TCP","60","443  >  57506 [ACK] Seq=7045 Ack=15949 Win=65535 Len=0"
"1174","1.256022230","3.82.67.95","10.0.2.15","TCP","60","443  >  57528 [FIN, ACK] Seq=4729 Ack=870 Win=65535 Len=0"
"1175","1.256028311","10.0.2.15","3.82.67.95","TCP","54","57528  >  443 [ACK] Seq=870 Ack=4730 Win=63360 Len=0"
"1176","1.256213243","10.0.2.15","3.82.67.95","TLSv1.2","167","Application Data"
"1177","1.256222858","10.0.2.15","3.82.67.95","TLSv1.2","1220","Application Data"
"1178","1.256279635","3.82.67.95","10.0.2.15","TCP","60","443  >  57506 [ACK] Seq=7045 Ack=16062 Win=65535 Len=0"
"1179","1.256304780","3.82.67.95","10.0.2.15","TCP","60","443  >  57506 [ACK] Seq=7045 Ack=17228 Win=65535 Len=0"
"1180","1.256330822","10.0.2.15","3.82.67.95","TLSv1.2","167","Application Data"
"1181","1.256337516","10.0.2.15","3.82.67.95","TLSv1.2","1220","Application Data"
"1182","1.256376979","10.0.2.15","3.82.67.95","TLSv1.2","127","Application Data"
"1183","1.256409595","3.82.67.95","10.0.2.15","TCP","60","443  >  57506 [ACK] Seq=7045 Ack=17341 Win=65535 Len=0"
"1184","1.256443151","3.82.67.95","10.0.2.15","TCP","60","443  >  57506 [ACK] Seq=7045 Ack=18507 Win=65535 Len=0"
"1185","1.256491977","10.0.2.15","3.82.67.95","TLSv1.2","410","Application Data"
"1186","1.256509772","3.82.67.95","10.0.2.15","TCP","60","443  >  57506 [ACK] Seq=7045 Ack=18580 Win=65535 Len=0"
"1187","1.256596474","3.82.67.95","10.0.2.15","TCP","60","443  >  57506 [ACK] Seq=7045 Ack=18936 Win=65535 Len=0"
"1189","1.257574687","3.82.67.95","10.0.2.15","TLSv1.2","261","Application Data, Application Data"
"1191","1.262186451","10.0.2.15","3.82.67.95","TLSv1.2","439","Application Data"
"1192","1.263597421","3.82.67.95","10.0.2.15","TCP","60","443  >  57534 [FIN, ACK] Seq=4729 Ack=870 Win=65535 Len=0"
"1193","1.263603732","10.0.2.15","3.82.67.95","TCP","54","57534  >  443 [ACK] Seq=870 Ack=4730 Win=63360 Len=0"
"1194","1.264141467","3.82.67.95","10.0.2.15","TCP","60","443  >  57506 [ACK] Seq=7252 Ack=19321 Win=65535 Len=0"
"1195","1.264141544","3.82.67.95","10.0.2.15","TLSv1.2","261","Application Data, Application Data"
"1204","1.266559519","142.251.35.170","10.0.2.15","TLSv1.3","884","Server Hello, Change Cipher Spec, Application Data, Application Data, Application Data"
"1205","1.266559574","3.82.67.95","10.0.2.15","TLSv1.2","344","Application Data, Application Data, Application Data"
"1206","1.266564266","10.0.2.15","142.251.35.170","TCP","54","48264  >  443 [ACK] Seq=1301 Ack=831 Win=63910 Len=0"
"1222","1.267893242","3.82.67.95","10.0.2.15","TLSv1.2","260","Application Data"
"1231","1.268526063","10.0.2.15","142.251.35.170","TLSv1.3","138","Application Data, Application Data"
"1234","1.268630413","142.251.35.170","10.0.2.15","TCP","60","443  >  48264 [ACK] Seq=831 Ack=1385 Win=65535 Len=0"
"1235","1.268760373","142.251.35.170","10.0.2.15","TLSv1.3","85","Application Data"
"1237","1.268763654","10.0.2.15","142.251.35.170","TCP","54","48264  >  443 [ACK] Seq=1385 Ack=862 Win=63910 Len=0"
"1239","1.268880708","3.82.67.95","10.0.2.15","TLSv1.2","260","Application Data"
"1264","1.270878719","3.82.67.95","10.0.2.15","TLSv1.2","468","Application Data, Application Data, Application Data"
"1276","1.271847110","3.82.67.95","10.0.2.15","TLSv1.2","260","Application Data"
"1277","1.271850534","10.0.2.15","3.82.67.95","TCP","54","57506  >  443 [ACK] Seq=19321 Ack=8781 Win=63360 Len=0"
"1278","1.272005782","3.82.67.95","10.0.2.15","TLSv1.2","260","Application Data"
"1279","1.272568181","3.82.67.95","10.0.2.15","TLSv1.2","260","Application Data"
"1280","1.274939054","142.251.35.170","10.0.2.15","TLSv1.3","596","Application Data, Application Data, Application Data"
"1281","1.274944020","10.0.2.15","142.251.35.170","TCP","54","48264  >  443 [ACK] Seq=1385 Ack=1404 Win=63910 Len=0"
"1282","1.275092574","142.251.35.170","10.0.2.15","TLSv1.3","93","Application Data"
"1283","1.275094565","10.0.2.15","142.251.35.170","TCP","54","48264  >  443 [ACK] Seq=1385 Ack=1443 Win=63910 Len=0"
"1284","1.275768839","10.0.2.15","142.251.35.170","TLSv1.3","85","Application Data"
"1285","1.275834667","142.251.35.170","10.0.2.15","TCP","60","443  >  48264 [ACK] Seq=1443 Ack=1416 Win=65535 Len=0"
"1286","1.275871685","10.0.2.15","142.251.35.170","TLSv1.3","93","Application Data"
"1287","1.275917071","142.251.35.170","10.0.2.15","TCP","60","443  >  48264 [ACK] Seq=1443 Ack=1455 Win=65535 Len=0"
"1290","1.277710922","3.82.67.95","10.0.2.15","TLSv1.2","261","Application Data, Application Data"
"1291","1.278070652","10.0.2.15","142.251.35.170","TLSv1.3","78","Application Data"
"1292","1.278089300","10.0.2.15","142.251.35.170","TCP","54","48264  >  443 [FIN, ACK] Seq=1479 Ack=1443 Win=63910 Len=0"
"1293","1.278158431","142.251.35.170","10.0.2.15","TCP","60","443  >  48264 [ACK] Seq=1443 Ack=1479 Win=65535 Len=0"
"1294","1.278158508","142.251.35.170","10.0.2.15","TCP","60","443  >  48264 [ACK] Seq=1443 Ack=1480 Win=65535 Len=0"
"1296","1.280565518","10.0.2.15","3.82.67.95","TCP","54","57506  >  443 [ACK] Seq=19321 Ack=9400 Win=63360 Len=0"
"1300","1.283729203","142.251.35.170","10.0.2.15","TCP","60","443  >  48264 [FIN, ACK] Seq=1443 Ack=1480 Win=65535 Len=0"
"1301","1.283736236","10.0.2.15","142.251.35.170","TCP","54","48264  >  443 [ACK] Seq=1480 Ack=1444 Win=63910 Len=0"
"1310","1.287126183","10.0.2.15","3.82.67.95","TLSv1.2","406","Application Data"
"1311","1.287202149","3.82.67.95","10.0.2.15","TCP","60","443  >  57506 [ACK] Seq=9400 Ack=19673 Win=65535 Len=0"
"1315","1.293822278","10.0.2.15","3.82.67.95","TLSv1.2","674","Application Data"
"1316","1.293913751","3.82.67.95","10.0.2.15","TCP","60","443  >  57506 [ACK] Seq=9400 Ack=20293 Win=65535 Len=0"
"1319","1.296112455","10.0.2.15","3.82.67.95","TLSv1.2","480","Application Data"
"1320","1.296201715","3.82.67.95","10.0.2.15","TCP","60","443  >  57506 [ACK] Seq=9400 Ack=20719 Win=65535 Len=0"
"1321","1.297163773","10.0.2.15","3.82.67.95","TLSv1.2","477","Application Data"
"1322","1.297253418","3.82.67.95","10.0.2.15","TCP","60","443  >  57506 [ACK] Seq=9400 Ack=21142 Win=65535 Len=0"
"1323","1.297456364","10.0.2.15","3.82.67.95","TLSv1.2","471","Application Data"
"1324","1.297536996","3.82.67.95","10.0.2.15","TCP","60","443  >  57506 [ACK] Seq=9400 Ack=21559 Win=65535 Len=0"
"1325","1.297898587","10.0.2.15","3.82.67.95","TLSv1.2","490","Application Data"
"1326","1.297991157","3.82.67.95","10.0.2.15","TCP","60","443  >  57506 [ACK] Seq=9400 Ack=21995 Win=65535 Len=0"
"1327","1.298323063","10.0.2.15","3.82.67.95","TLSv1.2","484","Application Data"
"1328","1.298406151","3.82.67.95","10.0.2.15","TCP","60","443  >  57506 [ACK] Seq=9400 Ack=22425 Win=65535 Len=0"
"1329","1.300509556","3.82.67.95","10.0.2.15","TLSv1.2","261","Application Data, Application Data"
"1332","1.305115233","10.0.2.15","209.54.183.75","TLSv1.3","548","Application Data"
"1333","1.305203500","209.54.183.75","10.0.2.15","TCP","60","443  >  56264 [ACK] Seq=6767 Ack=2303 Win=65535 Len=0"
"1336","1.305890237","10.0.2.15","209.54.183.75","TCP","74","56280  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=1703145829 TSecr=0 WS=128"
"1337","1.306449798","10.0.2.15","209.54.183.75","TCP","74","56294  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=1703145830 TSecr=0 WS=128"
"1338","1.307499389","10.0.2.15","3.82.67.95","TLSv1.2","487","Application Data"
"1339","1.307886273","10.0.2.15","3.82.67.95","TLSv1.2","482","Application Data"
"1340","1.308207280","3.82.67.95","10.0.2.15","TCP","60","443  >  57506 [ACK] Seq=9607 Ack=23286 Win=65535 Len=0"
"1342","1.308305538","10.0.2.15","3.82.67.95","TLSv1.2","489","Application Data"
"1343","1.308335939","3.82.67.95","10.0.2.15","TLSv1.2","262","Application Data, Application Data"
"1344","1.308432211","3.82.67.95","10.0.2.15","TCP","60","443  >  57506 [ACK] Seq=9815 Ack=23721 Win=65535 Len=0"
"1345","1.308923752","10.0.2.15","3.82.67.95","TLSv1.2","490","Application Data"
"1346","1.309750386","10.0.2.15","209.54.183.75","TCP","74","56310  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=1703145833 TSecr=0 WS=128"
"1347","1.310466907","3.82.67.95","10.0.2.15","TLSv1.2","261","Application Data, Application Data"
"1348","1.311210432","3.82.67.95","10.0.2.15","TLSv1.2","468","Application Data, Application Data, Application Data, Application Data"
"1349","1.311385468","10.0.2.15","3.82.67.95","TCP","54","57506  >  443 [ACK] Seq=24157 Ack=10436 Win=63360 Len=0"
"1350","1.312052166","3.82.67.95","10.0.2.15","TLSv1.2","261","Application Data, Application Data"
"1351","1.312504555","3.82.67.95","10.0.2.15","TLSv1.2","261","Application Data, Application Data"
"1352","1.312585856","10.0.2.15","3.82.67.95","TCP","54","57506  >  443 [ACK] Seq=24157 Ack=10850 Win=63360 Len=0"
"1357","1.318243365","10.0.2.15","98.85.3.130","TCP","74","38540  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=2494872980 TSecr=0 WS=128"
"1358","1.319104191","209.54.183.75","10.0.2.15","TCP","60","443  >  56280 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"1359","1.319114866","10.0.2.15","209.54.183.75","TCP","54","56280  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"1360","1.320106357","209.54.183.75","10.0.2.15","TCP","60","443  >  56294 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"1361","1.320109846","10.0.2.15","209.54.183.75","TCP","54","56294  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"1362","1.320201837","10.0.2.15","209.54.183.75","TLSv1.3","571","Client Hello"
"1363","1.320295665","209.54.183.75","10.0.2.15","TCP","60","443  >  56280 [ACK] Seq=1 Ack=518 Win=65535 Len=0"
"1364","1.321294233","10.0.2.15","209.54.183.75","TLSv1.3","571","Client Hello"
"1365","1.321392737","209.54.183.75","10.0.2.15","TCP","60","443  >  56294 [ACK] Seq=1 Ack=518 Win=65535 Len=0"
"1367","1.329214778","3.82.67.95","10.0.2.15","TLSv1.2","882","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"1368","1.329976591","209.54.183.75","10.0.2.15","TLSv1.3","527","Application Data, Application Data"
"1369","1.329981185","10.0.2.15","209.54.183.75","TCP","54","56264  >  443 [ACK] Seq=2303 Ack=7240 Win=63360 Len=0"
"1370","1.330088625","209.54.183.75","10.0.2.15","TCP","60","443  >  56310 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"1371","1.330094159","10.0.2.15","209.54.183.75","TCP","54","56310  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"1372","1.330114328","10.0.2.15","209.54.183.75","TLSv1.3","1261","Application Data"
"1373","1.330191307","209.54.183.75","10.0.2.15","TCP","60","443  >  56264 [ACK] Seq=7240 Ack=3510 Win=65535 Len=0"
"1374","1.331322083","10.0.2.15","209.54.183.75","TLSv1.3","571","Client Hello"
"1375","1.331410573","209.54.183.75","10.0.2.15","TCP","60","443  >  56310 [ACK] Seq=1 Ack=518 Win=65535 Len=0"
"1376","1.336757419","98.85.3.130","10.0.2.15","TCP","60","443  >  38540 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"1377","1.336770281","10.0.2.15","98.85.3.130","TCP","54","38540  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"1378","1.337766336","10.0.2.15","98.85.3.130","TLSv1.3","571","Client Hello"
"1379","1.337853725","98.85.3.130","10.0.2.15","TCP","60","443  >  38540 [ACK] Seq=1 Ack=518 Win=65535 Len=0"
"1380","1.342869621","209.54.183.75","10.0.2.15","TLSv1.3","298","Server Hello, Change Cipher Spec, Application Data, Application Data"
"1381","1.342874522","10.0.2.15","209.54.183.75","TCP","54","56280  >  443 [ACK] Seq=518 Ack=245 Win=63996 Len=0"
"1382","1.342970236","209.54.183.75","10.0.2.15","TLSv1.3","298","Server Hello, Change Cipher Spec, Application Data, Application Data"
"1383","1.342971877","10.0.2.15","209.54.183.75","TCP","54","56294  >  443 [ACK] Seq=518 Ack=245 Win=63996 Len=0"
"1384","1.343138907","10.0.2.15","209.54.183.75","TLSv1.3","118","Change Cipher Spec, Application Data"
"1385","1.343221516","209.54.183.75","10.0.2.15","TCP","60","443  >  56280 [ACK] Seq=245 Ack=582 Win=65535 Len=0"
"1386","1.343239226","10.0.2.15","209.54.183.75","TLSv1.3","1261","Application Data"
"1387","1.343310811","209.54.183.75","10.0.2.15","TCP","60","443  >  56280 [ACK] Seq=245 Ack=1789 Win=65535 Len=0"
"1388","1.343572647","10.0.2.15","209.54.183.75","TLSv1.3","118","Change Cipher Spec, Application Data"
"1389","1.343628930","209.54.183.75","10.0.2.15","TCP","60","443  >  56294 [ACK] Seq=245 Ack=582 Win=65535 Len=0"
"1390","1.343681947","10.0.2.15","209.54.183.75","TLSv1.3","751","Application Data"
"1391","1.343811128","209.54.183.75","10.0.2.15","TCP","60","443  >  56294 [ACK] Seq=245 Ack=1279 Win=65535 Len=0"
"1392","1.349127876","209.54.183.75","10.0.2.15","TLSv1.3","1494","Server Hello, Change Cipher Spec, Application Data"
"1393","1.349132502","10.0.2.15","209.54.183.75","TCP","54","56310  >  443 [ACK] Seq=518 Ack=1441 Win=63360 Len=0"
"1394","1.349202733","209.54.183.75","10.0.2.15","TCP","74","443  >  56310 [PSH, ACK] Seq=1441 Ack=518 Win=65535 Len=20 [TCP segment of a reassembled PDU]"
"1395","1.349205193","10.0.2.15","209.54.183.75","TCP","54","56310  >  443 [ACK] Seq=518 Ack=1461 Win=63360 Len=0"
"1396","1.349248331","209.54.183.75","10.0.2.15","TCP","1494","443  >  56310 [ACK] Seq=1461 Ack=518 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"1397","1.349250814","10.0.2.15","209.54.183.75","TCP","54","56310  >  443 [ACK] Seq=518 Ack=2901 Win=63360 Len=0"
"1398","1.349274581","209.54.183.75","10.0.2.15","TCP","1250","443  >  56310 [PSH, ACK] Seq=2901 Ack=518 Win=65535 Len=1196 [TCP segment of a reassembled PDU]"
"1399","1.349275872","10.0.2.15","209.54.183.75","TCP","54","56310  >  443 [ACK] Seq=518 Ack=4097 Win=62164 Len=0"
"1400","1.350355509","209.54.183.75","10.0.2.15","TLSv1.3","2100","Application Data, Application Data, Application Data"
"1401","1.350361733","10.0.2.15","209.54.183.75","TCP","54","56310  >  443 [ACK] Seq=518 Ack=6143 Win=60480 Len=0"
"1402","1.356108662","98.85.3.130","10.0.2.15","TLSv1.3","181","Server Hello"
"1403","1.356113573","10.0.2.15","98.85.3.130","TCP","54","38540  >  443 [ACK] Seq=518 Ack=128 Win=64113 Len=0"
"1404","1.356223496","98.85.3.130","10.0.2.15","TLSv1.3","92","Change Cipher Spec, Application Data"
"1405","1.356227269","10.0.2.15","98.85.3.130","TCP","54","38540  >  443 [ACK] Seq=518 Ack=166 Win=64075 Len=0"
"1406","1.356549884","98.85.3.130","10.0.2.15","TCP","1514","443  >  38540 [PSH, ACK] Seq=166 Ack=518 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"1407","1.356552290","10.0.2.15","98.85.3.130","TCP","54","38540  >  443 [ACK] Seq=518 Ack=1626 Win=63360 Len=0"
"1409","1.356937654","98.85.3.130","10.0.2.15","TCP","1514","443  >  38540 [PSH, ACK] Seq=1626 Ack=518 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"1410","1.356940246","10.0.2.15","98.85.3.130","TCP","54","38540  >  443 [ACK] Seq=518 Ack=3086 Win=61920 Len=0"
"1411","1.357250348","98.85.3.130","10.0.2.15","TLSv1.3","2159","Application Data"
"1412","1.357252197","10.0.2.15","98.85.3.130","TCP","54","38540  >  443 [ACK] Seq=518 Ack=5191 Win=60480 Len=0"
"1413","1.357346041","98.85.3.130","10.0.2.15","TLSv1.3","398","Application Data, Application Data"
"1414","1.357347365","10.0.2.15","98.85.3.130","TCP","54","38540  >  443 [ACK] Seq=518 Ack=5535 Win=60136 Len=0"
"1415","1.357377345","209.54.183.75","10.0.2.15","TLSv1.3","133","Application Data"
"1416","1.357378723","10.0.2.15","209.54.183.75","TCP","54","56294  >  443 [ACK] Seq=1279 Ack=324 Win=63996 Len=0"
"1417","1.357497778","209.54.183.75","10.0.2.15","TLSv1.3","133","Application Data"
"1418","1.357498828","10.0.2.15","209.54.183.75","TCP","54","56280  >  443 [ACK] Seq=1789 Ack=324 Win=63996 Len=0"
"1419","1.359155480","10.0.2.15","209.54.183.75","TLSv1.3","118","Change Cipher Spec, Application Data"
"1420","1.361911091","10.0.2.15","18.173.240.180","OCSP","487","Request"
"1422","1.361974365","209.54.183.75","10.0.2.15","TCP","60","443  >  56310 [ACK] Seq=6143 Ack=582 Win=65535 Len=0"
"1423","1.362018684","18.173.240.180","10.0.2.15","TCP","60","80  >  33506 [ACK] Seq=1 Ack=434 Win=65535 Len=0"
"1447","1.370731437","209.54.183.75","10.0.2.15","TLSv1.3","520","Application Data, Application Data"
"1448","1.370735582","10.0.2.15","209.54.183.75","TCP","54","56264  >  443 [ACK] Seq=3510 Ack=7706 Win=63360 Len=0"
"1454","1.371230431","209.54.183.75","10.0.2.15","TLSv1.3","527","Application Data, Application Data"
"1455","1.371234084","10.0.2.15","209.54.183.75","TCP","54","56294  >  443 [ACK] Seq=1279 Ack=797 Win=63996 Len=0"
"1456","1.371260597","209.54.183.75","10.0.2.15","TLSv1.3","81","Application Data"
"1458","1.371262752","10.0.2.15","209.54.183.75","TCP","54","56264  >  443 [ACK] Seq=3510 Ack=7733 Win=63360 Len=0"
"1466","1.372111146","10.0.2.15","3.82.67.95","TCP","54","57506  >  443 [ACK] Seq=24157 Ack=11678 Win=63360 Len=0"
"1478","1.372866944","209.54.183.75","10.0.2.15","TLSv1.3","212","Application Data, Application Data"
"1479","1.372870181","10.0.2.15","209.54.183.75","TCP","54","56310  >  443 [ACK] Seq=582 Ack=6301 Win=63360 Len=0"
"1506","1.377402576","209.54.183.75","10.0.2.15","TLSv1.3","520","Application Data, Application Data"
"1507","1.377407498","10.0.2.15","209.54.183.75","TCP","54","56280  >  443 [ACK] Seq=1789 Ack=790 Win=63996 Len=0"
"1512","1.379869208","10.0.2.15","98.82.158.241","TCP","74","45864  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=3810932291 TSecr=0 WS=128"
"1513","1.384248971","18.173.240.180","10.0.2.15","OCSP","1124","Response"
"1514","1.384254024","10.0.2.15","18.173.240.180","TCP","54","33506  >  80 [ACK] Seq=434 Ack=1071 Win=63170 Len=0"
"1516","1.387276354","10.0.2.15","98.85.3.130","TLSv1.3","118","Change Cipher Spec, Application Data"
"1517","1.387484288","10.0.2.15","98.85.3.130","TLSv1.3","1127","Application Data"
"1518","1.387582666","98.85.3.130","10.0.2.15","TCP","60","443  >  38540 [ACK] Seq=5535 Ack=1655 Win=65535 Len=0"
"1521","1.395937690","98.82.158.241","10.0.2.15","TCP","60","443  >  45864 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"1522","1.395951515","10.0.2.15","98.82.158.241","TCP","54","45864  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"1523","1.396839050","10.0.2.15","98.82.158.241","TLSv1.3","571","Client Hello"
"1524","1.396922411","98.82.158.241","10.0.2.15","TCP","60","443  >  45864 [ACK] Seq=1 Ack=518 Win=65535 Len=0"
"1525","1.401263749","98.85.3.130","10.0.2.15","TLSv1.3","200","Application Data"
"1526","1.401268583","10.0.2.15","98.85.3.130","TCP","54","38540  >  443 [ACK] Seq=1655 Ack=5681 Win=63360 Len=0"
"1527","1.407706965","98.85.3.130","10.0.2.15","TLSv1.3","188","Application Data"
"1528","1.407711876","10.0.2.15","98.85.3.130","TCP","54","38540  >  443 [ACK] Seq=1655 Ack=5815 Win=63360 Len=0"
"1529","1.411600865","10.0.2.15","3.82.67.95","TLSv1.2","487","Application Data"
"1530","1.411699411","3.82.67.95","10.0.2.15","TCP","60","443  >  57506 [ACK] Seq=11678 Ack=24590 Win=65535 Len=0"
"1531","1.412123488","10.0.2.15","3.82.67.95","TLSv1.2","488","Application Data"
"1532","1.412205832","3.82.67.95","10.0.2.15","TCP","60","443  >  57506 [ACK] Seq=11678 Ack=25024 Win=65535 Len=0"
"1533","1.414861644","98.82.158.241","10.0.2.15","TLSv1.3","1494","Server Hello, Change Cipher Spec, Application Data"
"1534","1.414867025","10.0.2.15","98.82.158.241","TCP","54","45864  >  443 [ACK] Seq=518 Ack=1441 Win=63360 Len=0"
"1535","1.415064470","98.82.158.241","10.0.2.15","TCP","74","443  >  45864 [PSH, ACK] Seq=1441 Ack=518 Win=65535 Len=20 [TCP segment of a reassembled PDU]"
"1536","1.415067270","10.0.2.15","98.82.158.241","TCP","54","45864  >  443 [ACK] Seq=518 Ack=1461 Win=63360 Len=0"
"1537","1.415363952","98.82.158.241","10.0.2.15","TCP","1514","443  >  45864 [PSH, ACK] Seq=1461 Ack=518 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"1538","1.415366829","10.0.2.15","98.82.158.241","TCP","54","45864  >  443 [ACK] Seq=518 Ack=2921 Win=63360 Len=0"
"1539","1.415530291","98.82.158.241","10.0.2.15","TCP","1230","443  >  45864 [PSH, ACK] Seq=2921 Ack=518 Win=65535 Len=1176 [TCP segment of a reassembled PDU]"
"1540","1.415535967","10.0.2.15","98.82.158.241","TCP","54","45864  >  443 [ACK] Seq=518 Ack=4097 Win=63360 Len=0"
"1541","1.415859074","98.82.158.241","10.0.2.15","TCP","1514","443  >  45864 [PSH, ACK] Seq=4097 Ack=518 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"1542","1.415863055","10.0.2.15","98.82.158.241","TCP","54","45864  >  443 [ACK] Seq=518 Ack=5557 Win=63360 Len=0"
"1543","1.416081971","98.82.158.241","10.0.2.15","TLSv1.3","582","Application Data, Application Data, Application Data"
"1544","1.416084727","10.0.2.15","98.82.158.241","TCP","54","45864  >  443 [ACK] Seq=518 Ack=6085 Win=63360 Len=0"
"1545","1.417154923","10.0.2.15","3.82.67.95","TLSv1.2","417","Application Data"
"1546","1.417245675","3.82.67.95","10.0.2.15","TCP","60","443  >  57506 [ACK] Seq=11678 Ack=25387 Win=65535 Len=0"
"1547","1.417455390","10.0.2.15","3.82.67.95","TLSv1.2","486","Application Data"
"1548","1.417521433","3.82.67.95","10.0.2.15","TCP","60","443  >  57506 [ACK] Seq=11678 Ack=25819 Win=65535 Len=0"
"1549","1.418049770","10.0.2.15","3.82.67.95","TLSv1.2","480","Application Data"
"1550","1.418137240","3.82.67.95","10.0.2.15","TCP","60","443  >  57506 [ACK] Seq=11678 Ack=26245 Win=65535 Len=0"
"1551","1.419076495","10.0.2.15","98.82.158.241","TLSv1.3","118","Change Cipher Spec, Application Data"
"1552","1.419162584","98.82.158.241","10.0.2.15","TCP","60","443  >  45864 [ACK] Seq=6085 Ack=582 Win=65535 Len=0"
"1553","1.419201577","10.0.2.15","98.82.158.241","TLSv1.3","823","Application Data"
"1554","1.419283827","98.82.158.241","10.0.2.15","TCP","60","443  >  45864 [ACK] Seq=6085 Ack=1351 Win=65535 Len=0"
"1555","1.422643334","10.0.2.15","3.82.67.95","TLSv1.2","417","Application Data"
"1556","1.422724362","3.82.67.95","10.0.2.15","TCP","60","443  >  57506 [ACK] Seq=11678 Ack=26608 Win=65535 Len=0"
"1557","1.423195959","10.0.2.15","3.82.67.95","TLSv1.2","417","Application Data"
"1558","1.423288238","3.82.67.95","10.0.2.15","TCP","60","443  >  57506 [ACK] Seq=11678 Ack=26971 Win=65535 Len=0"
"1559","1.423539505","10.0.2.15","3.82.67.95","TLSv1.2","417","Application Data"
"1560","1.423621112","3.82.67.95","10.0.2.15","TCP","60","443  >  57506 [ACK] Seq=11678 Ack=27334 Win=65535 Len=0"
"1561","1.424778174","10.0.2.15","3.82.67.95","TLSv1.2","417","Application Data"
"1562","1.424958275","3.82.67.95","10.0.2.15","TCP","60","443  >  57506 [ACK] Seq=11678 Ack=27697 Win=65535 Len=0"
"1563","1.425086339","10.0.2.15","3.82.67.95","TLSv1.2","417","Application Data"
"1564","1.425137651","3.82.67.95","10.0.2.15","TLSv1.2","223","Application Data"
"1565","1.425157487","10.0.2.15","3.82.67.95","TCP","54","57506  >  443 [ACK] Seq=28060 Ack=11847 Win=63360 Len=0"
"1566","1.425199842","3.82.67.95","10.0.2.15","TCP","60","443  >  57506 [ACK] Seq=11847 Ack=28060 Win=65535 Len=0"
"1567","1.425348042","10.0.2.15","3.82.67.95","TLSv1.2","417","Application Data"
"1568","1.425437887","3.82.67.95","10.0.2.15","TCP","60","443  >  57506 [ACK] Seq=11847 Ack=28423 Win=65535 Len=0"
"1569","1.425616586","3.82.67.95","10.0.2.15","TLSv1.2","92","Application Data"
"1570","1.425649225","10.0.2.15","3.82.67.95","TCP","54","57506  >  443 [ACK] Seq=28423 Ack=11885 Win=63360 Len=0"
"1571","1.426196430","3.82.67.95","10.0.2.15","TLSv1.2","261","Application Data, Application Data"
"1572","1.426293291","10.0.2.15","3.82.67.95","TCP","54","57506  >  443 [ACK] Seq=28423 Ack=12092 Win=63360 Len=0"
"1573","1.430765517","98.82.158.241","10.0.2.15","TLSv1.3","212","Application Data, Application Data"
"1574","1.430770384","10.0.2.15","98.82.158.241","TCP","54","45864  >  443 [ACK] Seq=1351 Ack=6243 Win=63360 Len=0"
"1575","1.431332620","10.0.2.15","3.82.67.95","TLSv1.2","478","Application Data"
"1576","1.431433333","3.82.67.95","10.0.2.15","TCP","60","443  >  57506 [ACK] Seq=12092 Ack=28847 Win=65535 Len=0"
